Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Burundi,,,,,,,,,,12.0,10.8,9.6,8.4,7.2,6.0,4.8,3.6,2.4,1.2,0.0,2.0,4.0,0.0,0.0,3.0,110.0,32.0,5.0,9.0,0.0,9.0,12.0,40.0,68.0,96.0,45.0,18.0,6.0,0.0,61.0,5.0,0.0,10.5,21.0,0
Cambodia,,,,,,,,0.0,25.0,50.0,75.0,100.0,235.3333333,370.6666667,506.0,0.0,59.0,25.0,16.0,7.0,347.0,56.0,29.0,14.5,0.0,16.0,5.0,2.0,10.5,19.0,8.0,247.0,14.0,200.0,45.0,0.0,0.0,0.0,0.0,12.0,44.0,1.0,31.0,0.0,0
Cameroon,25.61538462,28.46153846,31.30769231,34.15384615,37.0,891.5,1746.0,874.0,2.0,1.0,0.0,2.0,3.333333333,4.666666667,6.0,9.6,13.2,16.8,20.4,24.0,3.0,30.0,25.0,20.0,11.0,2.0,5.0,8.0,9.0,11.0,13.0,19.0,25.0,0.0,0.0,4.0,3.5,3.0,28.5,54.0,0.0,10.5,21.0,27.0,27
Canada,0.0,0.0,0.0,0.0,0.0,12.0,0.0,27.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,31.0,7.0,11.0,11.0,0.0,7.0,0.0,4.0,1.0,6.0,0.0,2.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,2.0,70.0,2.0,1.0,822.0,17.0,10.0,10
Cape Verde,2.142857143,2.571428571,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571429,0.857142857,1.285714286,1.714285714,2.142857143,2.571428571,3.0,2.4,1.8,1.2,0.6,0.0,9.0,4.5,0.0,0.333333333,0.666666667,1.0,0.5,0.0,0.0,0
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.5,0.0,0.0,1.5,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0
Chad,80.0,120.0,719.0,719.0,719.0,723.0,500.0,277.0,54.0,49.0,44.0,39.0,19.5,0.0,1.0,2.0,1.0,0.0,0.0,0.0,50.0,100.0,90.4,80.8,71.2,61.6,52.0,29.0,0.0,6.0,24.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,26.0,52.0,3.0,32.0,22.0,22.0,22
Chile,20.0,10.0,0.0,4.0,127.0,180.0,39.0,164.0,0.0,21.0,0.0,141.0,0.0,115.0,74.0,33.0,38.5,44.0,22.0,0.0,16.0,6.0,19.0,0.0,3.0,61.0,18.0,18.0,9.0,285.5,562.0,0.0,9.0,0.0,18.0,204.0,12.0,42.0,25.0,8.0,4.0,0.0,3.0,33.0,431
China,6491.0,2465.0,551.0,921.0,144.0,1661.0,683.0,881.0,3969.0,3161.0,1324.0,4317.0,1449.0,1565.0,3203.0,2436.0,5612.0,1633.0,4501.0,1727.0,663.0,922.0,1426.0,1092.0,807.0,1020.0,2109.0,1150.0,88450.0,582.0,7186.0,746.0,802.0,1395.0,1575.0,500.0,1287.0,514.0,354.0,571.0,463.0,455.0,283.0,386.0,54
Colombia,40.0,225.0,120.0,411.0,0.0,21800.0,278.0,674.0,146.0,16.0,10.0,107.0,11.0,170.0,308.0,141.0,17.0,2.0,104.0,1276.0,115.0,99.0,135.0,115.0,116.0,180.0,150.0,218.0,145.0,61.0,541.0,396.0,77.0,7.0,88.0,104.0,10.0,384.0,26.0,84.0,66.0,42.0,156.0,32.0,0
Comoros,0.25,0.0,16.5,33.0,17.5,2.0,13.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.666666667,1.333333333,2.0,2.666666667,3.333333333,4.0,2.0,0.0,1.6,3.2,4.8,6.4,8.0,8.0,8.0,8.0,8.0,8
