Country Name,GDP Data,Enrollment Rates
Bolivia,2340.8616,48.63748783
Bolivia,2392.7231,50.0216813
Bolivia,2471.14,51.40587478
Bolivia,2431.5186,52.79006826
Bolivia,2480.736,54.17426174
Bolivia,2180.893,55.55845522
Bolivia,2239.5469,56.9426487
Bolivia,2334.6396,58.32684217
Bolivia,2441.7268,59.71103565
Bolivia,2510.4255,61.09522913
Bolivia,2627.3396,62.47942261
Bolivia,2791.7134,63.86361609
Bolivia,3056.6145,65.24780957
Bolivia,3349.7717,66.63200304
Bolivia,3327.961,68.01619652
Bolivia,3334.2295,69.40039
Bolivia,3275.3877,74.71456
