Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Central African Republic,10.41667,12.03794,14.27747,14.34936,14.559305,14.76925,14.98465,12.77566,11.66311,11.33372,12.00124,12.079,10.01048,10.12996556,10.24945111,10.36893667,10.48842222,10.60790778,10.72739333,10.84687889,10.96636444,11.08585,11.1447,11.30052714,11.45635429,11.61218143,11.76800857,11.92383571,12.07966286,12.23549,14.0328,15.83011,15.55033,15.07995,14.60957,14.13919,13.66881,15.42516,15.42516,15.42516,15.42516,15.42516,15.42516,15.42516,15.42516
Central and Southern Asia (SDG),30.79075,31.43906,32.6197,34.20549,35.20333,35.90348,36.68465,36.72017,36.84543,37.14088,38.78653,40.84348,42.92677,44.63742,45.26345,45.42589,45.62026,46.16447,45.37804,44.62147,45.93248,46.18096,47.48617,48.99034,49.97424,51.49608,52.65462,54.32251,56.39998,56.23425,58.78081,61.07281,63.26313,63.3096,67.15149,67.2671,68.66986,67.55074,68.92644,69.10359,70.68119,72.48922,72.97329,72.97329,72.97329
Chad,4.12184125,4.463255,4.80466875,5.1460825,5.48749625,5.82891,5.52906,5.22921,5.324585,5.41996,6.23263,6.5025675,6.772505,7.0424425,7.31238,8.37733,8.67134,9.01116,9.9253,10.53033,11.29491,13.02464,13.82713,15.25794,15.65886,15.99122,16.35064,18.86611,21.46174,23.49398,23.10526,23.5768,22.85274,25.37639,23.63992,23.02866,23.35151,21.35401,20.76958,20.98353,22.537695,24.09186,24.09186,24.09186,24.09186
Chile,64.10049,64.40637,64.39603,68.91087,71.48366,74.38409,75.77951,77.42098,79.06245,77.12478,73.9143,91.60129,91.6799,73.02145,74.283864,75.546278,76.808692,78.071106,79.33352,82.08962,86.90136,88.1615,89.42164,90.62096,91.01511,92.00456,91.99733,91.5508,91.54201,89.85976,90.99951,90.98262,89.50314,99.15208,99.86544,100.92168,101.48814,102.29482,103.17305,104.40577,103.69169,106.67352,106.06833,106.06833,106.06833
China,40.16612,36.62365,32.57598,30.10662,29.87804,31.32047,32.64565,35.128,37.21354,38.22573,39.09012,41.6763,44.53188,46.79702,47.02545,48.66363,51.89409,54.25268,56.244995,58.23731,59.22922,62.11083,62.84917,64.06201,67.44517,70.82833,74.21149,78.346,82.92109,88.77804,91.52718,92.98642,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061,93.31061
Colombia,43.02504,43.69442,44.84973,44.87558,46.72199,47.86623,52.82789,53.85164,54.54955,55.01969,55.19129,55.36289,61.37455,63.41849,64.62831,65.54128,69.46603,71.75923,74.05243,74.1051,76.40448,77.27984,78.1552,80.55283,82.95046,86.96165,90.28767,93.01281,94.23155,98.27008,99.95437,101.20582,97.23269,98.1015,97.36329,97.67412,98.41563,99.21933,100.37334,101.98935,101.49945,102.988,101.57378,101.57378,101.57378
Comoros,24.79539143,27.63746,29.322408,31.007356,32.692304,34.377252,36.0622,34.92896,32.56895,30.20894,27.84893,25.48892,23.12891,23.670795,24.21268,25.790802,27.368924,28.947046,30.525168,32.10329,33.30296667,34.50264333,35.70232,39.24408,42.73566,44.55191,46.36816,48.18441,50.00066,51.81691,53.63316,55.44941,57.26566,59.08191,60.55021,59.45092667,58.35164333,57.25236,62.8695,62.8695,62.8695,62.8695,62.8695,62.8695,62.8695
Congo,55.06225,62.74103,66.76235,65.94874,61.86716,60.63942,64.8949,66.61546,62.40311,53.60031,47.15972,46.09019,47.02385,48.332405,49.64096,48.891075,48.14119,46.21472167,44.28825333,42.361785,40.43531667,38.50884833,36.58238,37.64511,42.34869,43.40289875,44.4571075,45.51131625,46.565525,47.61973375,48.6739425,49.72815125,50.78236,53.25546667,55.72857333,58.20168,60.67478667,63.14789333,65.621,65.621,65.621,65.621,65.621,65.621,65.621
Cook Islands,48.31208375,49.5685075,50.82493125,52.081355,53.33777875,54.5942025,55.85062625,57.10705,81.45251,82.30301556,83.15352111,84.00402667,84.85453222,85.70503778,86.55554333,87.40604889,88.25655444,89.10706,66.77928,67.73694,75.49845,81.33454,86.08696,86.03276,87.59058,85.38669,86.22302,87.05935,89.92353,88.07675,88.00558,84.9763,90.60241,85.42074,84.54724,85.17787,84.25,88.61789,91.9938,95.68648,99.46063,104.51791,104.32827,104.32827,104.32827
Costa Rica,47.25804,46.85852,45.8747,43.51967,41.84021,40.25247,40.84886,41.34478,41.28569,42.05583,43.43326,44.88115,47.11401,48.13269,49.28344,50.39558,49.82265,50.88417,58.27324,63.59281,61.48723,65.94257,67.32548,73.65189,79.9783,81.37133,88.22256,89.66105,90.47567,96.77777,99.95385,102.43203,105.19896,110.99475,115.65001,117.91628,119.99456,123.83499,128.475,137.01633,135.90004,141.20271,133.15916,133.15916,133.15916
