,Country name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
106,Kuwait,,,,,,,,,,,,,,,,,,2,1.952380952,1.904761905,1.857142857,1.80952381,1.761904762,1.714285714,1.666666667,1.619047619,1.571428571,1.523809524,1.476190476,1.428571429,1.380952381,1.333333333,1.285714286,1.238095238,1.19047619,1.142857143,1.095238095,1.047619048,1,1,1,1,1,1,1
107,Kyrgyzstan,,,,,,,,,,,,,58,110,162,108,54,0,1,6,11,5.5,0,38,49,3,4,0,74,0,0,0,16,8,0,0,12,24,21.75,19.5,17.25,15,0,0,0
108,Laos,10.33333333,0,4.666666667,9.333333333,14,9.333333333,4.666666667,0,0,0,0,0,32,8,0,26,30,20,10,0,15,0,2,2.666666667,3.333333333,4,4.666666667,5.333333333,6,26,37,48,35.5,23,0,4,5,0,136,19,2,0,1,7,7
109,Latvia,,,,,,,,,,,,,,,,,,,,6,13.5,21,18,15,7.5,0,40,35,30,25,20,15,10,8.333333333,6.666666667,5,3.333333333,1.666666667,0,26.25,52.5,78.75,105,0,0
110,Lebanon,32.88888889,28.59259259,24.2962963,20,15,10,5,0,5,10,15,20,25,22.5,20,17.5,15,12.5,10,7.5,5,2.5,0,0,0.25,0.5,0.75,1,1.5,2,2.5,3,3.5,4,4.5,5,8.333333333,11.66666667,15,3,0,0,0,0,0
111,Lesotho,0,0,0,0,0,0,9,18,9,0,22,11,0,0,0,0,0,0.2,0.4,0.6,0.8,1,0,0,0,0,0,0,0,8.666666667,17.33333333,26,0,0,0,0,0,0,0,0,0,0,0,2,2
112,Liberia,,,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,6.666666667,10,9,8,7,6,5,4,3,2,1,0,2,1,0.833333333,0.666666667,0.5,0.333333333,0.166666667,0,0,0,0,0,0,0,0,0
113,Libya,140.625,131.25,121.875,112.5,103.125,93.75,84.375,75,65.625,56.25,46.875,37.5,28.125,18.75,9.375,0,0.888888889,1.777777778,2.666666667,3.555555556,4.444444444,5.333333333,6.222222222,7.111111111,8,8.888888889,9.777777778,10.66666667,11.55555556,12.44444444,13.33333333,14.22222222,15.11111111,16,14,12,10,8,6,4,3091,6178,9265,12352,12352
114,Lithuania,,,,,,,,,,,,,0,6,10.66666667,15.33333333,20,24.66666667,29.33333333,34,27,20,15,10,5,0,0,2.25,4.5,6.75,9,19.5,30,25.83333333,21.66666667,17.5,13.33333333,9.166666667,5,99,193,287,381,381,381
115,Low-income countries,0,20221,21346,182059,255075,75358,99,1403,427,396,209,2039,666,291,904,502,765,3149,7500,330,1189,964,2493,531,761,1346,1926,1605,1788,341,11153,10354,936,853,950,1271,1352,1888,888,1701,1221,711,5131,14002,138
116,Lower-middle-income countries,7540,8980,3401,5145,6122,18959,4183,6638,9822,5114,47387,150683,6004,16167,6990,9110,6393,10472,33422,13989,5286,24773,5457,33945,63863,80148,7333,10625,143531,4854,228101,5191,5410,17185,3316,15687,3467,4980,3299,4872,5511,6304,6073,7042,279
117,Luxembourg,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,42.5,63.75,85,106.25,127.5,148.75,170,145.7142857,121.4285714,97.14285714,72.85714286,48.57142857,24.28571429,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44
118,Macao,,,,,,,,,,,,,,0,0.416666667,0.833333333,1.25,1.666666667,2.083333333,2.5,2.916666667,3.333333333,3.75,4.166666667,4.583333333,5,5.416666667,5.833333333,6.25,6.666666667,7.083333333,7.5,7.916666667,8.333333333,8.75,9.166666667,9.583333333,10,10,10,10,10,10,10,10
119,Madagascar,94.66666667,107,92,42,68,83.5,99,65,31,88,42,78,43,127.5,212,110.5,9,174,0,76.5,153,88,23,105,395,107,4,91,105,27,120,35,112,51,17,121,0,81,94,17,44,3,224,70,22
120,Malawi,0,0,0,0,0,0,0,0,0,22,0,472,0,0,0,1,0.5,0,4,0,0,59,509,12,11.5,11,9,2,0,4,0,4,0,7,145,283,12,0,5,68,1,13,112,1230,6
121,Malaysia,4,6,8,10,10.33333333,10.66666667,11,3,27,42,57,72,87,102,61,20,320,2,0,1,12,8,15,8,97,10,9,46,0,0,9,18,11,4,17,25,0,9,2,2,0,69,60,6,6
122,Maldives,,,,,,,,0,0,0,0,0,7.846153846,15.69230769,23.53846154,31.38461538,39.23076923,47.07692308,54.92307692,62.76923077,70.61538462,78.46153846,86.30769231,94.15384615,102,68,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Mali,0,0,0,0,0,0,5.666666667,11.33333333,17,1,0.5,0,0.428571429,0.857142857,1.285714286,1.714285714,2.142857143,2.571428571,3,2,15,2,2,0,0,0,1,18,0,25,0,1,0,37,21,5,13,6.5,0,15,0,5,10,10,10
124,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,76
125,Marshall Islands,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Martinique,0,0,0,0,0,0,0,0,0,0,8,6,4,2,1,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,1.75,1.5,1.25,1,0.833333333,0.666666667,0.5,0.333333333,0.166666667,0,0,0,0,0,0,0,0
127,Mauritania,0,0,0,0,0,0,0.666666667,1.333333333,2,2.666666667,3.333333333,4,2,0,0,0,0,0,0,1,0.5,0,25,9,4.5,0,7,3,2,1,0,0,0,8,10.5,13,15.5,18,0,3,9,0,14,1,1
128,Mauritius,3.333333333,1.666666667,0,1,1,1,1,1,1,1,0.5,0,0.666666667,1.333333333,2,2.5,3,2,1,0,1,2,3,2.8,2.6,2.4,2.2,2,3.5,5,6.5,8,9.5,11,8.8,6.6,4.4,2.2,0,0.25,0.5,0.75,1,1,2
129,Mexico,171,103,369,325,4,9500,20,18,311,43,463,36,83,103,0,283,16,567,849,724,236,26,103,70,52,88,41,58,36,32,182,125,21,223,22,42,90,498,40,16,82,71,56,115,115
130,Micronesia (country),,,,,,,,5,4.545454545,4.090909091,3.636363636,3.181818182,2.727272727,2.272727273,1.818181818,1.363636364,0.909090909,0.454545455,0,11.75,23.5,35.25,47,0,1,0.75,0.5,0.25,0,0.714285714,1.428571429,2.142857143,2.857142857,3.571428571,4.285714286,5,0,0,0,0,0,0,0,0,0
131,Moldova,,,,,,,,,,,,,,,50,36.33333333,22.66666667,9,4.5,0,2,1.5,1,0.666666667,0.333333333,0,13,0,3,2,1,5.5,10,8.571428571,7.142857143,5.714285714,4.285714286,2.857142857,1.428571429,0,1,2,3,4,4
132,Mongolia,7.125,3.5625,0,0,0,0,0,9,18,27,36,6,6.5,7,5,35.5,66,55.25,44.5,33.75,23,16,1,17,24,31,38,45,52,26,5,4,3,2,1,0,0,17,0,12,10,12,0,9,5
133,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.5,1,0.8,0.6,0.4,0.2,0,10,20,30,40,50,50,50
134,Montserrat,9.37704918,9.557377049,9.737704918,9.918032787,10.09836066,10.27868852,10.45901639,10.63934426,10.81967213,11,0,0,0,0,0,0,0,32,28.44444444,24.88888889,21.33333333,17.77777778,14.22222222,10.66666667,7.111111111,3.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Morocco,11,6,1,0,0,7.75,15.5,23.25,31,139.5714286,248.1428571,356.7142857,465.2857143,573.8571429,682.4285714,791,39,60,30,0,6,15,80,35,628,1,17,28,39,29,42,21,0,30,60,30,0,0,0,39,31.5,24,1485,2946,2946
136,Mozambique,0,19989,19989,19989,20098,20052,10051,50,100,2,1,0,0,120,240,125.5,11,35,87,23,832,79,12,58,30.5,3,17,61,65,21,5,23,33,119,22,160,63,19,28,681,47,11,168,232,2
137,Myanmar,4,8,11,12.33333333,13.66666667,15,16.33333333,17.66666667,19,20.33333333,21.66666667,23,5,11,17,51,59.5,68,45,22,36.5,51,21,164,307,17,59,5,138366,24,113,225,40,23,0,213,97,3,67,128,174,0,102.5,205,205
138,Namibia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,5,7,42,92,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Nepal,100,750,92,207,200,46,23,188,912,49,30,57,56,1076,698,320,808,20,310,202,144,144,532,256,216,69,157,214,115,136,159,182,83,244,573,9034,174,198,65,147,448,251,196,191,191
140,Netherlands,0,0,0,0,0,0,0,5,10,15,20,10,0,1,0,1,1.5,2,0,1,2,3,4,965,482.5,0,1000,7,0,0,0,0.5,1,2,1.333333333,0.666666667,0,1.5,3,400,400,0,473,1,1
141,Netherlands Antilles,7.586206897,7.965517241,8.344827586,8.724137931,9.103448276,9.482758621,9.862068966,10.24137931,10.62068966,11,9.5,8,6.5,5,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
142,New Caledonia,3.2,4,3.777777778,3.555555556,3.333333333,3.111111111,2.888888889,2.666666667,2.444444444,2.222222222,2,1.777777778,1.555555556,1.333333333,1.111111111,0.888888889,0.666666667,0.444444444,0.222222222,0,0.5,1,1.5,2,1.888888889,1.777777778,1.666666667,1.555555556,1.444444444,1.333333333,1.222222222,1.111111111,1,0.888888889,0.777777778,0.666666667,0.555555556,0.444444444,0.333333333,0.222222222,0.111111111,0,0,0,0
143,New Zealand,0,0,0,0,0,4,1,1,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,4,0,0,0,0,0,0,182,3,0,0.5,1,2,0,0,21,0,1,0,15,15
144,Nicaragua,0,35.5,71,80.83333333,90.66666667,100.5,110.3333333,120.1666667,130,67,4,0,180,37,0,38,44,0,3332,11,9,16,2,15.5,29,7,97,187,30,0,71,17,9,27,2,2,0,22,4,0,20,12.5,5,5,5
145,Niger,0,0,0,0,0,0,6.666666667,13.33333333,20,10,0,0,20,40,60,40,20,0,0,14,2,4,4,7,3.5,0,4,7,7,3,5,16,91,32,36,27,61,72,36,52,83,62,195,41,41
146,Nigeria,60,40,20,0,0,0,43.33333333,86.66666667,130,102,74,46,18,24,30,26.25,22.5,18.75,15,189,36,200,60,16,94,60,40,91,61,31,40,185,378,19,15,53,46,20,300,24,189,4,610,275,1
147,Niue,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0.571428571,0.642857143,0.714285714,0.785714286,0.857142857,0.928571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,North America,1815,209,2248,684,552,10510,1398,413,767,363,704,313,407,1139,1582,1293,631,871,20658,1320,497,1508,490,460,6531,3969,427,976,1322,556,223494,1170,560,503,262,813,1020,1138,923,551,874,4274,696,977,94
149,North Korea,,,,,,,,315,263.5,212,160.5,109,57.5,6,37,68,116,0,50,42,46,124,3,13.5,24,193,278,610,413.3333333,216.6666667,20,74,147,51,42,33,552,0,234,5,22,0,0,0,0
150,North Macedonia,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,2,15,1,0,1,1,1,1,1,1,1,0,7,22,3,2.5,2,1.5,1,1,1,1
151,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2.727272727,2.454545455,2.181818182,1.909090909,1.636363636,1.363636364,1.090909091,0.818181818,0.545454545,0.272727273,0,0.666666667,1.333333333,2,2,2,2,2,2,2
152,Norway,13.51851852,12.16666667,10.81481481,9.462962963,8.111111111,6.759259259,5.407407407,4.055555556,2.703703704,1.351851852,0,0,0,0,0.5,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0,1.333333333,2.666666667,4,3.625,3.25,2.875,2.5,2.125,1.75,1.375,1,10,20,30,30,30
153,Oceania,18,6,8,157,36,83,138,71,102,43,17,218,6,120,41,9,64,115,2260,66,7,9,91,46,35,27,24,242,25,780,11,213,101,19,201,66,57,12,190,58,113,14,43,35,28
154,Oman,46.25,26,25.0952381,24.19047619,23.28571429,22.38095238,21.47619048,20.57142857,19.66666667,18.76190476,17.85714286,16.95238095,16.04761905,15.14285714,14.23809524,13.33333333,12.42857143,11.52380952,10.61904762,9.714285714,8.80952381,7.904761905,7,30,41.5,53,64.5,76,56,36,16,14,10.5,7,3.5,0,2,3,6,6,3,20,15.66666667,11.33333333,7
155,Pakistan,93,394,68,134,43,5,11,146.5,282,20,40,872,1541,682,352,1063,187,362,1026,308,58,291,237,565,29,74162,513,911,249,102,2186,511,671,730,410,1892,409,215,240,361,630,264,1808,380,50
156,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,5,4,3.8,3.6,3.4,3.2,3,3.5,4,4,4
158,Panama,11.4,7.6,3.8,0,1,1.5,2,16,30,34,38,42,12,8.333333333,4.666666667,1,1.666666667,2.333333333,3,1,1,0,5,2,16,3,11,2,28,0,15,0,6,0,9,0,7,7,0,0,94,1,0,0,0
159,Papua New Guinea,0,0,33,66,33,0,0,1,76,38,0,200,0,68,5,23.5,42,47,2227,2,2,0,41,13,0,2,16,172,10,19,9.5,0,65,0,0,24,0,90.5,181,12,42,24.5,7,8,28
160,Paraguay,0,0,0,76,60.8,45.6,30.4,15.2,0,0,0,0,0,0,0,0,16.5,33,55,1,11,3,5,2.5,0,0,4,8,4,0,12,0,5,0,0,10,4,2,0,40,25,10,8,6,6
161,Peru,77,158,535,623,7,150,118,268,118,38,294,89,0,86,85,20,21,342,521,115,33,186,82,357,105,5,0,677,40,459,556,114,342,69,548,36,7,200,2,78,30,23,13,143,0
162,Philippines,264,1552,596,158,2679,567,179,1094,842,521,3330,6793,180,671,418,1725,83,67,604,370,747,630,320,260,2008,39,2984,118,959,1307,292,2017,2385,7750,331,201,87,233,313,180,202,572,609,123,150
163,Poland,0,0,0,0,0,0,0,0,0,0,0,17.5,35,18,1,35.66666667,70.33333333,105,73,157,84,244,198,47,0,138,55,19,74,227,210,125,274,29,78,78,23,6,9,4,3,4,770,770,770
164,Portugal,69,30,24.5,19,16.5,14,15,10,5,0,0,0,2,4,6,8,10,58,10,7,4,6,1,2710,2,477,41,21.5,2,0,46,34,22,10,1,1,4,109,2,2,739.6666667,1477.333333,2215,0,0
165,Puerto Rico,14.5,26,169.5,313,456.5,600,450,300,150,0,6,12,18,9,0,1,18,9,0,1,1.5,2,2,2,2,1.666666667,1.333333333,1,1,1,1,1,0,0.5,1,22.66666667,44.33333333,66,0,2.5,5,15,25,25,25
166,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
167,Reunion,35,26.25,17.5,8.75,0,3.333333333,6.666666667,10,10,10,11,12,13,14,12.28571429,10.57142857,8.857142857,7.142857143,5.428571429,3.714285714,2,1,0,0.4,0.8,1.2,1.6,2,1.857142857,1.714285714,1.571428571,1.428571429,1.285714286,1.142857143,1,0.75,0.5,0.25,0,0,0,0,0,0,4
168,Romania,820.5,547,273.5,0,0,1.5,3,4.5,6,7.5,9,108,55.5,3,2,0,18,32,111,34,29,17,19,3,49,95,145,44,41,65,78,82,86,9,17,1,3,9,2,4,3,1,2455,2,2
169,Russia,,,,,,,,,,,,,31,478,111,2379,23,38,94,175,284,798,572,3,36,31,116,2,13,27928.5,55844,1,415,4,6,31,0,16,10,59,36.5,14,23,36,36
170,Rwanda,0,0,0,0,0,12,24,36,48,237,203.1428571,169.2857143,135.4285714,101.5714286,67.71428571,33.85714286,0,0,0,0,0,12,114,0,0,0,24,30,36,28.5,21,14,5,4,3,2,117,3,76,28,111,0,29,131,131
171,Saint Barthelemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4
172,Saint Helena,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1.666666667,3.333333333,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Saint Lucia,9,6,3,0,0,0,0,0,0,0.666666667,1.333333333,2,2.666666667,3.333333333,4,2,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,1,5.333333333,9.666666667,14,11.33333333,8.666666667,6,4,2,0,0.2,0.4,0.6,0.8,1,0,0,0
175,Saint Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12
176,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0.6,1.2,1.8,2.4,3,2.571428571,2.142857143,1.714285714,1.285714286,0.857142857,0.428571429,0,1.333333333,2.666666667,4,2,0,0,0,0,0,0,0,0,6,12,8.333333333,4.666666667,1,0.8,0.6,0.4,0.2,0,0,0,0
177,Samoa,0,0,0,0,0,0,0,0,0,0,8,13,11.7,10.4,9.1,7.8,6.5,5.2,3.9,2.6,1.3,0,0.333333333,0.666666667,1,9,43.75,78.5,113.25,148,102.6666667,57.33333333,12,8,4,0,0,0,0,0,0,0,0,0,0
178,Sao Tome and Principe,,,,0,0,0,0.222222222,0.444444444,0.666666667,0.888888889,1.111111111,1.333333333,1.555555556,1.777777778,2,2.222222222,2.444444444,2.666666667,2.888888889,3.111111111,3.333333333,3.555555556,3.777777778,4,4.222222222,4.444444444,4.666666667,4.888888889,5.111111111,5.333333333,5.555555556,5.777777778,6,6.222222222,6.444444444,6.666666667,6.888888889,7.111111111,7.333333333,7.555555556,7.777777778,8,8,8,8
179,Saudi Arabia,2.222222222,1.111111111,0,10.66666667,21.33333333,32,31.23529412,30.47058824,29.70588235,28.94117647,28.17647059,27.41176471,26.64705882,25.88235294,25.11764706,24.35294118,23.58823529,22.82352941,22.05882353,21.29411765,20.52941176,19.76470588,19,12,5,63,87.5,112,136.5,161,24,11,19,39,31,23,24,4,12,20,3,3,3,3,3
180,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,14,28,8,2,0,4,8,1,6,2,0,19,8,0,0,5,2.5,0,6,11,0,0,0,0
181,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,17,25,0,56,28,0,6,0,0,0,0,574,3,3
182,Serbia and Montenegro,,,,,,,,,,,,,1,2.428571429,3.857142857,5.285714286,6.714285714,8.142857143,9.571428571,11,3,2,1,1.333333333,1.666666667,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
183,Seychelles,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,1.5,3,2.666666667,2.333333333,2,1.666666667,1.333333333,1,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
184,Sierra Leone,33.77777778,40.33333333,46.88888889,53.44444444,60,56,52,48,44,40,36,32,28,24,20,16,12,12.33333333,12.66666667,13,12.4,11.8,11.2,10.6,10,20,10,0,51.5,103,16,21,10.5,0,5,10,556,1102,554.5,7,8.666666667,10.33333333,12,15,15
185,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4
186,Slovakia,,,,,,,,,,,,,,,,,,0,54,2,6,1,0,0,3,1,1,1,22.66666667,44.33333333,66,60,5,1,0.75,0.5,0.25,0,0.5,1,1,1,365,0,0
187,Slovenia,,,,,,,,,,,,,,,,,,,0,57.8,115.6,173.4,231.2,289,1,0,3,6,4.8,3.6,2.4,1.2,0,2,4,3.5,3,2.5,2,1.5,1,0,154,1,1
188,Solomon Islands,1.333333333,0.666666667,0,0,0,0,101,51,1,0.75,0.5,0.25,0,4,3,2,1,0,0,0,0,0,0,0,13,26,39,52,36.5,21,2,0,0,10,47,9,0,0,0,24,48,32,16,0,0
189,Somalia,0,5,2.5,0,150,300,450,600,0,34,53.2,72.4,91.6,110.8,130,20,3,2311,1544,777,10,11,0,1,298,14,102,25,0,0,10011,10000,31,169,0,0,9,0,58,23,41,25,0,165,165
190,South Africa,0,104,0,10,64,32,0,506,25,18.5,12,5,0,19,2,161,144,15,43,57,94,50,42,1,0,2,12,48,50,33,23,63,13,3,33,0,24,32,0,102,13,58,579,71,54
191,South America,248,500,756,1879,437,22334,500,6477,1098,413,353,381,268,946,466,441,291,791,980,31433,473,535,545,762,461,444,237,1070,509,643,2265,1559,525,370,865,452,763,641,60,370,298,241,996,567,498
192,South Korea,165,113,68,140.5,213,57,33,669,25,109,194,126,5,43,28,73,104,15,503,68,55,81,225,130,24,29,46,23,10,11,12,121,22,31.5,41,28,15,0,0,21,81,0,28,61,61
193,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,23.5,47,99,66,33,0,17.66666667,35.33333333,53,0,7,0,0,0
194,Spain,0,0,77,45,26,40,22.5,5,25,45,9,0,0,0,42,30,85,26,0,6,38,17,22,15095,42,31,33,6,13,20,5,11,14,0,3,8,5,4,24,27,17,9,11324,4,3
195,Sri Lanka,0,7,54,3,51,0,43,0,0,325,33,27,15,73,0,3,0,10,1,8,10,0,2,235,35405,6,25,33,57,3,35,87,53,117,330,16,203,329,34,30,10,35,15,9,2
196,Sudan,0,13667.66667,27335.33333,41003,54423,54574,27287,0,96,48,0,0,0,24,8,80,152,8,150,38,0,3,33,20,12.5,5,27,150,85,20,36,20,35,76,39,36,171,25,46,78,155,52,146,146,146
197,Suriname,0.891891892,0.972972973,1.054054054,1.135135135,1.216216216,1.297297297,1.378378378,1.459459459,1.540540541,1.621621622,1.702702703,1.783783784,1.864864865,1.945945946,2.027027027,2.108108108,2.189189189,2.27027027,2.351351351,2.432432432,2.513513514,2.594594595,2.675675676,2.756756757,2.837837838,2.918918919,3,2.5,2,1.846153846,1.692307692,1.538461538,1.384615385,1.230769231,1.076923077,0.923076923,0.769230769,0.615384615,0.461538462,0.307692308,0.153846154,0,0,0,0
198,Sweden,12.25,12,11.75,11.5,11.25,11,8.8,6.6,4.4,2.2,0,0.333333333,0.666666667,1,1.333333333,1.666666667,2,2.333333333,2.666666667,3,2.333333333,1.666666667,1,3,5,7,7,7,7,7,7,7,7,7,5.6,4.2,2.8,1.4,0,0.5,1,0,40,40,40
199,Switzerland,0,0,0,0,0,0,0,1,0,2.5,5,4,3,2,0,0,0,0,0,45,16,0,5,1039,522.5,6,1,1,0.5,0,0,0,11,0,2,4,6,8,0,4,0,17,302,4,6
200,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,80,42.5,5,5.5,6,3,0,0,0,2.6,5.2,7.8,10.4,13,10.25,7.5,4.75,2,3,1,2,5900,0
201,Taiwan,46,26,54,82,31,61.5,92,61,37,13,5,33,8,26.5,45,55,65,54,16,2265,103,195,12,3,79,33,8,18,54,630,34,27,20,10,0,9,212,6,91,2,1,18,1,3,61
202,Tajikistan,,,,,,,,,,,,,1601,5,0,0,0,40,62,27,0,1,35,7,0,24,25,49,0,21,75,0,3,0,20,12,4,13,6,4,2,24,22.5,21,21
203,Tanzania,0,0,0,0,0,0,0,0,0,10,189,0,0,54,35,3,0,83,61,0,37,18,11,0,10,3,0,36.5,73,27,11,37,10,20.5,31,59,33,7,15,47,43,1,10,140,22
204,Thailand,57,55,52.5,50,17,18,42,24,664,458,36,55,6,45,130,258,100,212,117,22,109,189,190,9,8375,73,293,53,39,15,258,874,22,84,93,3,35,150,88,26,44,16,21,6,0
205,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,41,6,0,22,18.85714286,15.71428571,12.57142857,9.428571429,6.285714286,3.142857143,0,3.666666667,7.333333333,11,5.5,0,0,0
206,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Tonga,4.6,5.8,7,6.25,5.5,4.75,4,3.25,2.5,1.75,1,0.857142857,0.714285714,0.571428571,0.428571429,0.285714286,0.142857143,0,0,0,0,0,0,0,0,1.8,3.6,5.4,7.2,9,4.5,0,0.333333333,0.666666667,1,0,0,0,0,0,0,2,4,4,4
208,Trinidad and Tobago,1.25,1.125,1,0.875,0.75,0.625,0.5,0.375,0.25,0.125,0,1.666666667,3.333333333,5,3.333333333,1.666666667,0,0,0.428571429,0.857142857,1.285714286,1.714285714,2.142857143,2.571428571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Tunisia,39,78,117,93.5,70,46.5,23,11.5,0,18.5,37,35.07692308,33.15384615,31.23076923,29.30769231,27.38461538,25.46153846,23.53846154,21.61538462,19.69230769,17.76923077,15.84615385,13.92307692,12,13,14,15,16,16.5,17,14.875,12.75,10.625,8.5,6.375,4.25,2.125,0,13,9.5,6,3,1,1,1
210,Turkey,115,10,678,1346,6,13,15,30,77,73,69,43,914,135,30,231,0,119.5,239,17982,16,50,86,186,85,28,74,19,2,62,64,655,13,7,0,17,8.5,0,24,19,233,82,5,50840,10
211,Turkmenistan,,,,,,,,,,,,,,0,1.571428571,3.142857143,4.714285714,6.285714286,7.857142857,9.428571429,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
212,Turks and Caicos Islands,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3.555555556,3.111111111,2.666666667,2.222222222,1.777777778,1.333333333,0.888888889,0.444444444,0,0,0,0,0,0,0,0
213,Tuvalu,2,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,USSR,0,0,0,0,400,29,3,188,25000,389,67,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
215,Uganda,0,0,0,0,0,0,0,0,0,0,0,1.75,3.5,5.25,7,44.66666667,82.33333333,120,0,19,47,61,96,25,0,0,3,33,49,0,388,50,18,13,15,17,19,17,51,215,35,5,2541,23,23
216,Ukraine,,,,,,,,,,,,,0,9,4.5,0,0,11,18,14,10,9,4.5,0,0,0,803,0,38,32,6,100.5,195,2,14.66666667,27.33333333,40,37,0,9.5,19,1,6.5,12,12
217,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
218,United Kingdom,10.5,12,8.5,5,22,11,0,20,16.5,13,83,48,26,4,7,9,5,15,40,11,16,0,15,301,0,11,19,27,8,8,0,4,8,771,7,3,1.5,0,0,167,2558,1,3475,0,0
219,United States,1398,60,514,332,545,375,62,239,27,259,211,125,105,442,275,871,349,263,366,485,162,153,230,231,219,1967,344,333,303,145,134,813,318,212,205,319,276,319,309,152,253,785,492,556,94
220,United States Virgin Islands,,,,,,,,,,0,1.166666667,2.333333333,3.5,4.666666667,5.833333333,7,4.666666667,2.333333333,0,3,2.4,1.8,1.2,0.6,0,0.538461538,1.076923077,1.615384615,2.153846154,2.692307692,3.230769231,3.769230769,4.307692308,4.846153846,5.384615385,5.923076923,6.461538462,7,7,7,7,7,7,7,7
