,Country Name,Country Code_x,Country Code_y,ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
97,Fragile and conflict affected situations,,FCS,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,57.98574066,58.51163864,59.03063965,59.41387939,59.93164063,60.21982956,60.45029831,60.69029999,61.27685928,61.74974823,62.1029892,62.66149902,63.27534866,63.71392059,61.94591904,62.45233917,62.93515015,63.13985062,63.7163887,63.93849182,62.7258606,62.38544846,62.80833054,61.96448898,65.30229,62.27994919,62.55318069,63.12306976,63.56327057,63.96762085,64.450737,65.08634949,65.08425903,65.74742126,65.66819763,65.78574371,65.91319275,65.85257721
98,France,FRA,FRA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,French Polynesia,PYF,PYF,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Gabon,GAB,GAB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,81.84552,,,,,,,,82.28379910999999,,,83.23788,,,,,,88.85833869999999,85.69000122,
101,Gambia,GMB,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95005,54.38756,51.0,,,53.1602,,,51.6374,58.67,
102,"Gambia, The",,GMB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,41.95005035,,51.0,,,53.16019821,,,51.63740158,58.66999817,
103,Georgia,GEO,GEO,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,100.0,99.75962,,99.0,99.65366182,,,,100.0,
104,Germany,DEU,DEU,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Ghana,GHA,GHA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,71.0,,,,,76.5759,,64.49239174499999,,,80.379998625,,,
106,Gibraltar,GIB,GIB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Greece,GRC,GRC,1.5,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,93.0,,,,,,,,,,96.0,,,,,,,,94.0,,,,,97.53238,95.29287,,,,,,,,
108,Greenland,GRL,GRL,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Grenada,GRD,GRD,1.5,,,,,,,,,,,98.0,,,,,,,,,,98.400000765,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,
110,Guam,GUM,GUM,1.5,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,99.0,,,,,,,,,,99.55999878,,,,,,,,,,,,,,,99.78904,,,,,,,,
111,Guatemala,GTM,GTM,1.5,,,,,,,,,,,45.0,46.0,47.0,48.0,48.0,49.0,50.0,51.0,52.0,52.0,,,,,,,,,,,,,,,64.0,,,,,,,,69.0,,,,,,,,,,78.0,77.0,81.0,80.195090625,,,81.0,,,,83.031171855,
112,Guinea,GIN,GIN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,30.0,,,,,,,25.0,,,,32.0,30.47279,,,40.0,,,45.330000915,,
113,Guinea-Bissau,GNB,GNB,1.5,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,45.581160749999995,59.77285,,,,54.882320199999995,,,53.900000765,
114,Guyana,GUY,GUY,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99401093,,,,,85.63973118,87.53532,,,,,85.63835072,,90.02999939,
115,Haiti,HTI,HTI,1.5,,,,,,,,,,,22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,31.0,35.0,,,,,,,,,,,,,,,,,,,,,59.0,,,48.685020225,,,,,,,,,60.68935,61.691349515,68.00985859,,,,,,
116,Heavily indebted poor countries (HIPC),,HPC,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52944183,44.14123154,44.56438065,45.13058853,45.67462921,46.07191086,46.3716011,46.73825836,47.16862106,47.3592186,47.86417007,48.61346054,49.11637878,49.93965149,51.58182709,51.76231003,52.5177002,53.03770828,53.58852005,53.8459816,52.23458862,53.64733124,53.96998978,54.19968033,56.532983865000006,57.16463089,58.53034973,59.53842926,60.29661942,60.87498856,61.49433899,62.60771179,64.16165924,64.35105896,64.61183167,65.09500885,65.55213928,65.92082977
117,High income,,HIC,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Honduras,HND,HND,1.5,,,,,,,,,,,53.0,54.0,55.0,56.0,57.0,58.0,58.0,59.0,60.0,61.0,61.0,62.0,63.0,64.0,64.0,65.0,66.0,66.0,67.0,68.0,,,,,,,,,,,,80.0,,,,,,84.0,,,85.0,85.0,85.0,85.0,87.0,88.0,89.0,,87.0,89.0,,,,
119,Hong Kong,HKG,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Hong Kong SAR, China",,HKG,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Hungary,HUN,HUN,1.5,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.099999235,,,,98.98207,,,,,,,,,,99.02922,,,,,,,,,,99.05012,99.38088,,,,,,99.099999235,,
122,IBRD only,,IBD,1.5,,,,,,,,,,,,,,,,61.72045898,61.90056992,62.2448616,63.09395981,63.99940872,64.83812714,65.65335083,66.43994141,67.1964798,68.0822525,68.86392212,69.59496307,70.4718399,72.76798248,73.40574646,74.09323883,74.61988068,75.15083313,75.64013672,76.13955688,76.67047882,77.17352295,80.08342743,81.67337799,82.04602051,82.51557935,82.84921265,83.25000763,83.82926941,84.22633362,84.24723816,84.53527832,85.41902924,85.8871994,86.1740036,87.047655305,87.08046722,87.43739319,87.6772995,88.06704712,88.33882141,88.51596069,88.68708038,88.90817261,88.94484711,89.24588776,89.47541046,89.79763794,90.09896851
123,IDA & IBRD total,,IBT,1.5,,,,,,,,,,,,,,,,58.61616898,58.77901077,59.10681152,59.8553009,60.65282822,61.39295959,62.11486053,62.81790924,63.49792862,64.29412842,65.00541687,65.67169952,66.48976898,68.53456116,69.15585327,69.82624054,70.32913971,70.88929749,71.4197464,71.92668152,72.44776917,72.94389343,75.43608856,76.93625641,77.35363007,77.74908165,77.99107361,78.41320038,78.99893951,79.40499115,79.41223907,79.37136078,80.07466125,80.51754761,80.7899704,81.983743745,81.81272125,82.0486908,82.42360687,82.847229,83.31432343,83.70352936,83.9151535,84.23887634,84.3611908,84.59989929,84.82348633,85.10057831,85.35204315
124,IDA blend,,IDB,1.5,,,,,,,,,,,,,,,,,,,,,46.71942902,47.03422165,47.36125183,47.67736816,47.98693848,48.29785156,48.61975098,49.27560043,49.94118118,50.48210907,51.17140961,51.85963821,53.6689682,55.58475113,56.35834885,57.15684128,58.02085876,58.86204147,59.66479111,60.50194168,57.6583519,58.40943909,59.1355896,60.30315018,61.01641846,60.50519943,61.20518875,59.68865967,60.66439056,61.60240173,65.560587035,62.19781876,63.44921875,63.33293915,64.21697235,64.95767212,65.67326355,65.8370285,66.25102234,66.37684631,66.77944183,67.16327667,67.52667236,67.8960495
125,IDA only,,IDX,1.5,,,,,,,,,,,,,,,,,,,,,,44.03710175,44.32305145,44.63068008,45.02043152,45.42123032,45.79013062,46.26445007,47.17562866,47.71765137,48.25587845,48.66450119,49.05147934,49.46712875,50.20755005,50.81401062,51.35652161,52.05524826,53.5309906,54.3507309,55.32012574,55.87366867,56.57666016,57.18611145,57.77180862,58.22148132,56.01248169,57.06330872,57.45429993,57.65644836,60.907281795,60.38803864,59.81361008,61.57019043,62.26710129,64.05935669,65.79447174,66.62503052,67.83686829,68.79856873,69.01576233,69.53566742,69.94486237,70.30046082
126,IDA total,,IDA,1.5,,,,,,,,,,,,,,,,,,,,,44.74959183,45.02069092,45.32012177,45.63053894,45.99398041,46.36528015,46.71875,47.25265121,48.08322906,48.62488937,49.21269989,49.71640015,50.57445908,51.47507858,52.22705078,52.89533997,53.54806137,54.30012131,55.55945969,56.3888092,57.73933785,56.71977997,57.43262863,58.22697067,58.85507965,58.98418045,57.74592972,57.93970871,58.52658081,58.97623825,62.62072527,60.99414063,61.03001022,62.15908813,62.91770172,64.3584671,65.75422668,66.36461639,67.31408691,68.00256348,68.28266907,68.75950623,69.15470123,69.51500702
127,Iceland,ISL,ISL,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,India,IND,IND,1.5,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,48.0,,,,,,,,,,61.0,,,,,63.0,,,,,69.0,,,,72.2253,,,,,,,76.0,77.0
129,Indonesia,IDN,IDN,1.5,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,82.0,,,,,,,,,,,,,,90.0,,92.0,,92.0,93.0,,93.0,,,95.0,95.0,95.0,,96.0,,96.0,,,
130,Iran,IRN,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,66.0,,,,,73.0,,,,,,77.0,,,82.0,82.0,,83.0,,,,84.0,85.0,85.0,87.17253,86.0,,,,,,88.96,
131,"Iran, Islamic Rep.",,IRN,2.0,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,52.0,,,,,66.0,,,,,73.0,,,,,,77.0,,,82.0,82.0,,83.0,,,,84.0,85.0,85.0,,86.0,,,,,,88.95999908,
132,Iraq,IRQ,IRQ,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,77.0,,82.0,79.72176,83.0,86.0,,,,,,
133,Ireland,IRL,IRL,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Isle of Man,,IMN,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Israel,ISR,ISR,1.5,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,97.1,,,,,,,,,,,,,,,,,,,
136,Italy,ITA,ITA,1.5,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,99.0,,,,99.01579,,,,99.0,,,,
137,Jamaica,JAM,JAM,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,88.13225,88.4999,,,,,,,,
138,Japan,JPN,JPN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Jordan,JOR,JOR,1.5,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,91.0,,92.0,,,93.0,96.0,98.0,,,98.01435,,,95.431449945,,,,,95.0
140,Kazakhstan,KAZ,KAZ,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,100.0,,,,,,,,,,100.0,99.781630735,,,,,99.78785,,,,,99.800001525,,,
141,Kenya,KEN,KEN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,72.1570291,,,,,,,78.73303993,78.0234,,,,,,,82.879998625,
142,Kiribati,KIR,KIR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.95970917,,,,,
143,"Korea, Dem. People's Rep.",,PRK,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,99.99819183,,,,,
144,"Korea, Rep.",,KOR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,98.80000305,,,,,
145,Kosovo,OWID_KOS,XKX,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Kuwait,KWT,KWT,1.5,,,,,,,,,,,,,,,,60.0,,,,,68.0,,,,,74.0,,,,,,,,,,78.0,,,,,,,,,,93.0,93.0,94.0,94.0,,94.0,,96.0,96.0,,96.0,,96.0,96.0,,96.0,,,
147,Kyrgyz Republic,,KGZ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,,,,,,,,,99.59999847,,,,
148,Kyrgyzstan,KGZ,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.50132,,,,99.6,,,,
149,Lao PDR,,LAO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,69.0,,,,73.0,,,,,,58.28794098,,,,85.0,,,,,,,87.51999664,
150,Laos,LAO,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,69.0,,,,73.0,,,,,,58.28794,,,,85.0,,,,,,,87.52,
151,Late-demographic dividend,,LTE,1.5,,,,,,,,,,,,,,,,,69.04380798,69.14653015,70.13127136,71.24758911,72.23538208,73.17809296,74.05497742,74.88610077,75.77620697,76.63208771,77.40110779,78.17563629,81.74246979,82.31551361,82.83892822,83.35498047,83.83611298,84.29380798,84.74086761,85.19458771,85.62606812,90.4157486,90.76043701,91.04369354,91.387882115,91.61357117,91.90081024,92.27398682,92.53385162,92.80371857,93.08113861,94.07135773,94.28473663,94.5491333,94.733160615,95.0619812,95.25161743,95.32853699,95.49865723,95.65283203,95.87418365,96.0356369,96.18080902,96.30956268,96.43795013,96.56439972,96.6875,96.80445862
152,Latin America & Caribbean,,LCN,1.5,,,,,,,,,,,,,,,78.71794891,78.73742676,79.08670044,79.48947906,79.92698669,80.32272339,80.67739105,81.07405853,81.46111298,81.84255981,82.21321106,82.57383728,82.92527008,83.21761322,83.70771027,84.14949799,84.46787262,85.06639099,85.6655426,86.25491333,86.83325958,87.40621948,87.7791214,88.04445648,88.39903259,88.71655273,89.3765513,89.17575073,89.44306183,90.09590149,90.37226868,90.33940887,90.54231262,91.39063263,91.68933868,91.8646698,92.20474075499999,92.49057007,92.79947662,92.78405762,93.28205109,93.42685699,93.86831665,93.89946747,94.08590698,94.25566864,94.31330872,94.49382019,94.64691925,94.79000854
153,Latin America & Caribbean (IDA & IBRD),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47367,,,,,,,,,,92.4664,,,,,,,,,,,,,
154,Latin America & Caribbean (excluding high income),,LAC,1.5,,,,,,,,,,,,,,,77.7884903,77.80844879,78.19017792,78.60355377,79.04564667,79.44309235,79.79727173,80.20082092,80.59703827,80.98570251,81.36363983,81.73171997,82.09082031,82.40022278,82.84262848,83.27294922,83.6031723,84.25060272,84.89894867,85.53677368,86.16233063,86.78251648,87.17935181,87.45189667,87.80680847,88.15046692,88.95868117500001,88.62754059,88.90917206,89.62796783,89.91853333,89.8635788,90.01100159,90.85434723,91.17228699,91.3669281,91.883479865,92.1481781,92.47815704,92.47155762,92.94561768,93.08236694,93.53968811,93.58692932,93.78939819,93.97664642,94.03729248,94.23220062,94.39636993,94.54627228
155,Latin America & the Caribbean (IDA & IBRD countries),,TLA,2.0,,,,,,,,,,,,,,,78.03568268,78.05593872,78.41690826,78.83381653,79.28690338,79.69650269,80.06337738,80.47383881,80.87068939,81.26187134,81.64190674,82.01157379,82.37167358,82.66694641,83.17288208,83.62866974,83.95597839,84.58075714,85.20652771,85.82234192,86.42671967,87.02545929,87.4157486,87.69406128,88.06699371,88.40065765,88.71608734,88.88371277,89.16313934,89.84120941,90.12899017,90.09660339,90.30806732,91.18556976,91.49494934,91.68049622,91.59958649,92.32820892,92.64749146,92.63231659,93.14588928,93.29805756,93.75376129,93.78692627,93.97975159,94.15543365,94.21556091,94.40235901,94.56125641,94.70938873
156,Latin America and Caribbean (WB),,,1.0,,,,,,,,,,,,,,,,78.73743,79.0867,79.48948,79.92699,80.32272,80.67739,81.07406,81.46111,81.84256,82.21321,82.57384,82.92527,83.21761,83.70771,84.1495,84.46787,85.06639,85.66554,86.25491,86.83326,87.40622,87.77912,88.04446,88.39903,88.71655,89.01666,89.17575,89.44306,90.0959,90.37227,90.33941,90.54231,91.39063,91.68934,91.86467,91.78517,92.49057,92.79948,92.78406,93.28205,93.42686,93.86832,93.89947,94.08591,94.25567,94.31331,94.49382,94.64692,94.79001
157,Latvia,LVA,LVA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,100.0,,,,,,,,,,,100.0,,,,99.89269,,,,,,99.889999695,,
158,Least developed countries: UN classification,,LDC,1.5,,,,,,,,,,,,,,,,,,,,,,40.70085144,40.98870087,41.29700851,41.68323898,42.07923126,42.43841934,42.91675949,43.8821907,44.41593933,44.96332932,45.3817215,45.76271057,46.20132065,47.00368881,47.86016083,48.40901184,49.13523102,50.75037003,51.62556839,52.81805483,52.94176865,53.686409,54.33137894,54.9566803,55.41690826,52.90525055,53.8373909,54.1764183,54.76594925,58.973771805,57.61626816,56.97109985,58.9826889,59.80447006,61.77787018,63.6640892,64.59895325,64.93852997,65.98403931,66.22281647,66.8311615,67.31300354,67.71456909
159,Lebanon,LBN,LBN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,91.0,,,,,,94.0511,,,93.0,,,,,
160,Lesotho,LSO,LSO,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,75.80020071,,,,,76.63520025,79.36093,,,86.24086880499999,,,,82.01000107,
161,Liberia,LBR,LBR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,42.66605,,,,,,,,,,43.10837,,,42.941079095,,,,,,,,47.60014,,48.301360540000005,,,,,,
162,Libya,LBY,LBY,1.5,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,76.5,,,,,,,,,,85.41682,,,,,,,,,,91.04144,91.38887,,,,,,,,
163,Liechtenstein,LIE,LIE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Lithuania,LTU,LTU,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,100.0,,,,,,,,,,100.0,,,,99.82328,,,,,,99.830000915,,
165,Low & middle income,,LMY,2.0,,,,,,,,,,,,,,,,57.99011993,58.15483093,58.48511124,59.24325943,60.05157089,60.80168915,61.53340149,62.24663925,62.93627167,63.7444191,64.46614075,65.14209747,65.97441101,68.04714966,68.67327118,69.35292053,69.86843109,70.44154358,70.98404694,71.50187683,72.03411102,72.54129028,75.08006287,76.60636139,77.03614807,77.2782135,77.68572235,78.11972809,78.71820068,79.13273621,79.14187622,79.09600067,79.80426788,80.25643921,80.53156281,81.33833313,81.58473206,81.82585144,82.20989227,82.63465118,83.10839081,83.50254059,83.72104645,84.05187225,84.17989349,84.42474365,84.65364075,84.93734741,85.17915344
166,Low income,,LIC,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47354126,46.89374924,47.39165115,47.68230057,47.82184982,48.03084946,48.31108856,48.67599869,49.0426712,49.7333107,50.43019104,50.97880936,52.046814375,52.0471611,52.71640015,53.11349106,53.58198166,53.99721146,52.17990112,53.41815948,54.31401062,54.82347107,55.946894424999996,57.35871887,57.80881119,58.65501022,59.0708313,59.74245834,60.42670059,61.48361969,61.45404053,61.52846909,61.69004059,62.18141174,62.63246155,63.03852844
167,Low-income countries,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89375,47.39165,47.6823,47.82185,48.03085,48.31109,48.676,49.04267,49.73331,50.43019,50.97881,51.39866,52.04716,52.7164,53.11349,53.58198,53.99721,52.1799,53.41816,54.31401,54.82347,55.31973,57.35872,57.80881,58.65501,59.07083,59.74246,60.4267,61.48362,61.45404,61.52847,61.69004,62.18141,62.63246,63.03853
168,Lower middle income,,LMC,1.5,,,,,,,,,,,,,,,,44.26187897,44.36312866,44.89862061,45.4513588,46.00061035,46.53305817,47.06518936,47.63434982,48.12107086,48.72106934,49.32204819,49.83683014,50.71524048,51.40591812,52.10359955,52.80690002,53.51564026,54.40485001,55.26998138,56.08274078,56.85776138,57.6343689,58.41292953,61.84885025,62.59148026,65.06695547,63.52991867,64.24832916,65.29472351,65.99687195,65.78601837,65.76851654,66.29193878,66.94371796,67.63523865,71.70920565,69.80986023,70.25576019,71.1595993,71.89687347,72.98467255,73.73400116,74.26711273,75.07314301,75.24550629,75.88030243,76.48822784,77.0826416,77.63182068
169,Lower-middle-income countries,,,1.0,,,,,,,,,,,,,,,,,44.36313,44.89862,45.45136,46.00061,46.53306,47.06519,47.63435,48.12107,48.72107,49.32205,49.83683,50.71524,51.40592,52.1036,52.8069,53.51564,54.40485,55.26998,56.08274,56.85776,57.63437,58.41293,61.84885,62.59148,62.80231,63.52992,64.24833,65.29472,65.99687,65.78602,65.76852,66.29194,66.94372,67.63524,69.50833,69.80986,70.25576,71.1596,71.89687,72.98467,73.734,74.26711,75.07314,75.24551,75.8803,76.48823,77.08264,77.63182
170,Luxembourg,LUX,LUX,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Macao,MAC,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,93.0,,,,,96.0,,,,96.2276,97.0,,,,,97.11,,
172,"Macao SAR, China",,MAC,2.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,91.0,,,,,93.0,,,,,96.0,,,,,97.0,,,,,97.11000061,,
173,Madagascar,MDG,MDG,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,59.0,,,,64.480910625,,,72.0,,,64.6563,,,77.0,,,74.686140985,77.48000168,
174,Malawi,MWI,MWI,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,64.0,,,,,,,,,,,,61.309719545,,,,65.14537024,62.143539715,,,,,70.15226873,,68.080000915,
175,Malaysia,MYS,MYS,1.5,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,83.0,,,,,,,,,88.68776,,,,,,,,,,93.0,,,,,94.63699,95.0,95.0,95.0,95.0,,,96.0,
176,Maldives,MDV,MDV,1.5,,,,,,,,,,,,,,,,,,82.0,,,,,,,,92.0,,,,,96.0,,,,,96.0,,,,,96.0,,,,,,98.0,,,,,,,,99.0,99.32102,98.0,94.50550921,,98.21186033000001,,97.860000305,,
177,Mali,MLI,MLI,1.5,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,24.0,,,26.0,,,,31.0,31.0,,,,33.0,,,35.0,,31.0,,,
178,Malta,MLT,MLT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,88.0,,,,,,,,,,92.0,,,,,,93.0,,,,94.06661,,,,,,94.94000122,,
179,Marshall Islands,MHL,MHL,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,98.26508,,,,,,,,
180,Mauritania,MRT,MRT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,45.50378018,,,,,,62.0,,65.1120212,,,,,59.529659635,66.95999954,,
181,Mauritius,MUS,MUS,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,84.0,,,,,,,,,,,89.0,92.0,91.0,92.0,93.0,93.0,,,,,92.150000765,,
182,Mexico,MEX,MEX,1.5,,,,,,,,,,,75.0,,,,,,,,,82.0,83.0,,,,,,,,,,88.0,,,,,,,,,,91.0,,90.0,,91.0,92.0,92.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,94.0,95.0,95.0,95.0,,95.0,,,
183,Micronesia,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Micronesia, Fed. Sts.",,FSM,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Middle East & North Africa,,MEA,1.5,,,,,,,,,,,,,,,43.99972153,44.49103165,44.99967957,45.55852127,46.21683884,46.89799118,47.65433884,48.4163208,49.33712006,50.03417969,50.99546051,51.9450798,52.8956604,53.8265419,54.84006882,55.84550858,58.23571014,59.42650986,60.52204895,61.38713837,62.34870911,63.82514191,64.9606781,66.06362152,67.26732635,68.36743927,69.90236922,70.5324173,71.56455994,74.12705994,74.96322632,75.5710907,74.59211731,75.36997986,77.08521271,76.0182724,78.679698815,77.32386017,77.9977417,78.60816956,78.98551178,79.63973999,78.47634888,78.92874146,79.2567215,79.55386353,79.89576721,80.30119324,80.61109924,80.94914246
186,Middle East & North Africa (IDA & IBRD countries),,TMN,2.0,,,,,,,,,,,,,39.25675964,39.73791885,40.22972107,40.77130127,41.3354187,41.93915176,42.66082001,43.39286041,44.23307037,45.08248901,46.01499176,46.78654861,47.83359909,48.8960495,49.95973969,50.99982834,52.0321312,53.06023026,55.67554855,57.0196991,58.13645172,58.9858017,59.92174149,61.46332169,62.62709045,63.75635147,64.93244171,66.05860138,67.10671997,68.29936981,69.30532074,72.25666809,73.13498688,73.76139069,72.48091888,73.19225311,74.98503113,73.50713348,74.03082275,74.3316803,75.11988831,75.8332901,76.12332916,76.74092865,75.24681091,75.70304108,76.09047699,76.4992218,76.84126282,77.24706268,77.6759491,78.04084015
187,Middle East & North Africa (IDA & IBRD),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.76973,,,,,,,,,,78.23286,,,,,,,,,,,,,
