,Country Name,Country Code_x,Country Code_y,ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
188,Middle East & North Africa (excluding high income),,MNA,1.5,,,,,,,,,,,,,39.62331009,40.10052872,40.58827972,41.12541962,41.68489075,42.28366852,42.99940109,43.72542953,44.55873871,45.40118027,46.32601166,47.09122849,48.12968063,49.18339157,50.23834991,51.26988983,52.2937088,53.31335831,55.90718842,57.24118042,58.35110092,59.20285034,60.14149857,61.67876816,62.84115982,63.96881104,65.14228821,66.26416779,67.666069115,68.49597931,69.51495361,72.4437027,73.31783295,73.94255829,72.68019867,73.38842773,75.16887665,73.71089172,76.33645517,74.53671265,75.32568359,76.03752136,76.32826233,76.94367981,75.46948242,75.92513275,76.31310272,76.7212677,77.06096649,77.46595001,77.89485931,78.25939178
189,Middle East and North Africa (WB),,,1.0,,,,,,,,,,,,,,,,44.49103,44.99968,45.55852,46.21684,46.89799,47.65434,48.41632,49.33712,50.03418,50.99546,51.94508,52.89566,53.82654,54.84007,55.84551,58.23571,59.42651,60.52205,61.38714,62.34871,63.82514,64.96068,66.06362,67.26733,68.36744,69.40159,70.53242,71.56456,74.12706,74.96323,75.57109,74.59212,75.36998,77.08521,76.01827,76.60938,77.32386,77.99774,78.60817,78.98551,79.63974,78.47635,78.92874,79.25672,79.55386,79.89577,80.30119,80.6111,80.94914
190,Middle income,,MIC,1.5,,,,,,,,,,,,,,,,58.92092896,59.08536148,59.42155838,60.21147156,61.05474091,61.83565903,62.59563065,63.3356781,64.04879761,64.88832855,65.63500214,66.33724976,67.19151306,69.37020874,70.00895691,70.69976044,71.22914886,71.83592224,72.41555786,72.96025085,73.51708221,74.04509735,76.71141815,78.29853821,78.7332077,79.33898313,79.38092041,79.81482697,80.44843292,80.87950897,80.87993622,80.98056793,81.68251801,82.13009644,82.41629028,83.83195902,83.41603088,83.67212677,84.04508972,84.49078369,84.97399139,85.37055206,85.5535965,85.94582367,86.1155777,86.40705109,86.65189362,86.95844269,87.22839355
191,Moldova,MDA,MDA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,97.0,,,,,,,,,,,,,,99.0,99.24439,,,,,,99.599999235,,
192,Monaco,MCO,MCO,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Mongolia,MNG,MNG,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,98.0,,,,,98.36764,,,96.89634852500001,,99.0,,,
194,Montenegro,MNE,MNE,1.5,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,93.0,,,,,,,,,,,,98.0,,,,,,,,98.0,,,,98.71995,,,98.53440047000001,,,98.98000168,,
195,Montserrat,MSR,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Morocco,MAR,MAR,1.5,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,42.0,,,,,,,,,,52.0,,,,55.0,56.0,,67.0,69.0,,76.0,71.71055,,,,,,,77.349999235,
197,Mozambique,MOZ,MOZ,1.5,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,39.0,,,,,,48.0,,,,,,51.0,,,,,,56.0,,61.0,,,60.0,,,
198,Myanmar,MMR,MMR,1.5,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,92.92316,93.09005,75.551200435,,,89.0,,,,
199,Namibia,NAM,NAM,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,85.0,,,,,,76.48658876,,,,88.0,,,,90.8205,,,,,,92.25,,
200,Nauru,,NRU,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Nepal,NPL,NPL,1.5,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,33.0,,,,,,,,,,49.0,,,,,,,,,,60.0,,,,64.66364,65.50100853999999,,,68.712500765,,71.150000765,,
202,Netherlands,NLD,NLD,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,New Caledonia,NCL,NCL,1.5,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,93.0,,,,,,,96.0,,,,,,,,,,97.300001525,,,,,,,,96.80667,96.93782,,,,,,,,
204,New Zealand,NZL,NZL,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Nicaragua,NIC,NIC,1.5,,,,,,,,,,,57.0,57.0,58.0,58.0,59.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,66.0,77.0,,,,78.0,,,,,,,,,,82.61454886499999,,,,,,,,
206,Niger,NER,NER,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,29.0,,,,,,,31.0,,,19.1026,,,,,,,38.099999235,
207,Nigeria,NGA,NGA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,55.0,,,70.0,,51.077659804999996,,,,,,,59.56808,58.22134009,,62.016010140000006,,,63.155540235000004,,
208,Niue,NIU,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,North America,,NAC,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61991882,98.63156128,98.64237213,98.6569519,98.66642761,98.68657684,,,,,,,,,98.753479,98.75978851,98.76516724,98.77028656,98.77716827,98.77941132,
210,North America (WB),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.63156,98.64237,98.65695,98.66643,98.68658,,,,,,,,,98.75348,98.75979,98.76517,98.77029,98.77717,98.77941,
211,North Korea,PRK,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99924,,,99.99819,,,,,
212,North Macedonia,MKD,MKD,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,96.0,,,,,,,,,,97.599999235,,97.75175,97.84376,,,,,,,,
213,Northern Mariana Islands,MNP,MNP,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Norway,NOR,NOR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Not classified,,INX,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,OECD members,,OED,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1789093,,,
217,Oman,OMN,OMN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,87.0,,87.0,,,,91.9812,93.0,,96.0,96.0,,,,97.0,
218,Other small states,,OSS,1.5,,,,,,,,,,,,,,,,,,,,,,,,,71.22972107,71.54647827,71.91706848,72.45153046,73.11717987,73.78050995,74.34391022,74.73352814,75.04105377,75.48959351,75.8307724,76.22241974,76.81746674,77.31820679,78.09474945,78.61190796,78.76220699000001,79.17243958,79.89156342,80.48708344,81.04296112,81.61984253,81.13276672,80.58760071,81.33493042,80.81027222,82.631563405,82.10330963,82.50550842,82.93405151,83.35270691,84.14009857,84.58422089,84.98207855,85.29360962,85.54016876,85.77159119,85.909729,86.01009369,86.25975037
219,Pacific island small states,,PSS,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pakistan,PAK,PAK,1.5,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,43.0,,,,,,,50.0,54.0,52.0,56.0,55.0,55.0,55.0,57.0,56.0,57.0,56.44031,,59.0,57.0,58.0,,,,
221,Palau,PLW,PLW,1.5,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,94.4333,,,,,,,,,,96.9898,,,,,,,,,100.0,,97.0,,,,,,,,
222,Palestine,PSE,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,93.0,94.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,,98.0,
223,Panama,PAN,PAN,1.5,,,,,,,,,,,79.0,80.0,80.0,81.0,81.0,82.0,83.0,83.0,84.0,84.0,88.0,,,,,,,,,,89.0,,,,,,,,,,92.0,,,,,,,,,,94.0,,,,,95.03823,,,95.0,96.0,,,,
224,Papua New Guinea,PNG,PNG,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,61.599999235,,,,63.09609,63.43349,,70.06368128,,,,,,
225,Paraguay,PRY,PRY,1.5,,,,,,,,,,,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,78.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,95.0,93.0,94.0,94.0,,94.0,95.0,95.0,96.0,95.0,,94.0,93.0,95.0,,,
226,Peru,PER,PER,1.5,,,,,,,,,,,72.0,,,,,,,,,79.0,79.0,82.0,,,,,,,,,,,,87.0,,,,,,,,,,,88.0,88.0,89.0,90.0,,,,,94.0,,94.0,94.0,94.0,94.0,94.0,,94.0,,,
227,Philippines,PHL,PHL,1.5,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,94.0,,,,94.0,,,,,,93.0,,,93.0,,,,,95.0,,,,,96.0,,98.0,,,,96.0,98.0,,,
228,Poland,POL,POL,1.5,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.300001525,,,,,,99.40237,,,,,,,,,,99.61794,,,,,,,,,,99.77411,99.78742,,,,,,99.800001525,,
229,Portugal,PRT,PRT,1.5,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,94.0,,,,95.42811,,,,,,96.77999939,,
230,Post-demographic dividend,,PST,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Pre-demographic dividend,,PRE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6153183,49.32678986,49.90282059,50.56497955,51.1485405,51.64096832,52.13043976,52.64649963,53.25341034,53.67150879,54.3509407,55.22483063,55.89315033,56.81417847,55.557046875,56.23178101,57.09481812,57.57241821,58.13471985,57.69998169,56.53968811,55.42623138,55.72735977,54.55514145,56.945621485000004,56.96166992,58.28786087,59.20980072,59.8719101,60.47603989,61.07239914,62.14514923,63.77333832,63.98616028,64.26683807,64.72286987,65.18647766,65.57189941
232,Puerto Rico,PRI,PRI,1.5,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,90.0,,,,,,,,,,,,,,90.52934,,,,,,92.0,,,,,93.32942,,92.0,,,,92.400000765,,
233,Qatar,QAT,QAT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,83.0,,,,,,,89.0,,,93.0,94.0,95.0,96.0,96.0,97.0,97.0,98.0,97.75709,,,,,,,,
234,Romania,ROU,ROU,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,97.0,,,,,,,,,99.0,,,,98.75703,,,,,,99.0,,
235,Russia,RUS,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,100.0,,,,,99.71957,,,,,,100.0,,
236,Russian Federation,,RUS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,99.0,,,,,,,,100.0,,,,,,,,,,,100.0,,
237,Rwanda,RWA,RWA,1.5,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,58.0,,,,,,,,,65.0,,,,,,,,,,65.852271015,,68.0,,71.0,71.2435,,,73.0,,80.05085876999999,,79.0,
238,Saint Helena,SHN,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Saint Kitts and Nevis,KNA,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Saint Lucia,LCA,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Saint Pierre and Miquelon,SPM,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Saint Vincent and the Grenadines,VCT,,1.0,,,,,,,,,,,,,,,,,,,,,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Samoa,WSM,WSM,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,98.54048,,,,,,,99.0,,,,99.01501,,,,97.99025863,,99.099999235,,
244,San Marino,SMR,SMR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,
245,Sao Tome and Principe,STP,STP,1.5,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,73.0,,,,,,,,,,85.0,,,,,,,69.536391105,,,,90.0,,,91.74711,,,,87.43846065,,,93.75,
246,Saudi Arabia,SAU,SAU,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,79.0,,,,83.0,,,,,,,,,94.0,,94.84237,,95.0,,,98.0,,,
247,Senegal,SEN,SEN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,39.0,,,,42.0,,,48.0,,52.0,,44.0,,43.59273074,46.099639945,52.0,46.605910625,46.833670784999995,,,57.669999085,
248,Serbia,SRB,SRB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,98.0,,,,98.00289,99.0,,,99.0,,,,
249,Seychelles,SYC,SYC,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,88.0,,,,,,,,92.0,,,,,,,,94.0,,,,,95.32108,,,,,96.199998475,,,
250,Sierra Leone,SLE,SLE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,32.426170174999996,47.18624,48.4319,,44.833179735,,43.57778084,,,48.639999695,
251,Singapore,SGP,SGP,1.5,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,89.0,,,,,,,,,,93.0,,,,,,,,,,96.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,,
252,Sint Maarten (Dutch part),,SXM,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Slovak Republic,,SVK,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Slovakia,SVK,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Slovenia,SVN,SVN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,99.599999235,,,99.65179,,,,,,,,,,99.71005,99.71476,,,,,,,,
256,Small states,,SST,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59896088,77.08329773,77.56575775,77.97901917,78.23251343,78.44293213,78.77449036,79.01834106,79.36514282,79.85037994,80.26954651,80.8795166,81.30793762,81.46612615000001,81.86342621,82.4238205,82.89437866,83.33364105,83.78720093,83.45960236,83.16928864,83.72524261,83.35756683,84.78402320500001,84.27381134,84.5370636,84.8219223,85.118927,85.68604279,86.0087738,86.30052185,86.53237915,86.74028778,86.90699768,87.02258301,87.10311127,87.28028107
257,Solomon Islands,SLB,SLB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,84.1,,,,,,,,,,,,
258,Somalia,SOM,SOM,1.5,,,,,,,,,,,,,5.404650211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,,,,,,,,,,,,,,,,,54.0,
259,South Africa,ZAF,ZAF,1.5,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,89.0,,93.0,93.0,93.0,94.0,,94.0,94.0,91.737241825,87.0,,95.0,,90.0,,
260,South Asia,,SAS,1.5,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957283,37.34392166,37.98553848,38.59590149,39.17633057,39.82555008,40.47922134,41.13370132,41.78567123,42.44036865,43.09804916,43.84537125,44.61243057,45.35921097,46.08563995,47.08633041,48.08145905,48.84938049,49.64049149,50.44919968,51.26016998,56.07955933,56.87630844,57.868000679999994,58.41305923,59.20312881,60.09577942,60.87617111,60.67367172,60.8487587,61.68392181,62.59629822,63.45801163,66.36007058999999,66.62985992,66.67658997,67.70575714,68.45516205,69.78215027,71.10578156,71.66783142,72.19206238,71.96602631,72.68318939,73.47901154,74.26526642,75.0088501
261,South Asia (IDA & IBRD),,TSA,1.5,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957283,37.34392166,37.98553848,38.59590149,39.17633057,39.82555008,40.47922134,41.13370132,41.78567123,42.44036865,43.09804916,43.84537125,44.61243057,45.35921097,46.08563995,47.08633041,48.08145905,48.84938049,49.64049149,50.44919968,51.26016998,56.07955933,56.87630844,57.868000679999994,58.41305923,59.20312881,60.09577942,60.87617111,60.67367172,60.8487587,61.68392181,62.59629822,63.45801163,66.36007058999999,66.62985992,66.67658997,67.70575714,68.45516205,69.78215027,71.10578156,71.66783142,72.19206238,71.96602631,72.68318939,73.47901154,74.26526642,75.0088501
262,South Asia (WB),,,1.0,,,,,,,,,,,,,,,,,36.04425,36.69573,37.34392,37.98554,38.5959,39.17633,39.82555,40.47922,41.1337,41.78567,42.44037,43.09805,43.84537,44.61243,45.35921,46.08564,47.08633,48.08146,48.84938,49.64049,50.4492,51.26017,56.07956,56.87631,57.65058,58.41306,59.20313,60.09578,60.87617,60.67367,60.84876,61.68392,62.5963,63.45801,66.02896,66.62986,66.67659,67.70576,68.45516,69.78215,71.10578,71.66783,72.19206,71.96603,72.68319,73.47901,74.26527,75.00885
263,South Korea,KOR,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,,,
264,South Sudan,SSD,SSD,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,31.97625,,,34.52275924,,,,,
265,Southern and Eastern Africa (WB),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.26846,57.61875,58.14876,58.1818,58.46995,58.9126,59.3459,59.92194,60.44986,61.19146,61.40491,62.26571,62.7701,63.25819,63.95227,64.44235,64.67675,64.13368,62.17928,63.13408,63.36718,64.0625,64.81,66.87128,68.54787,69.38086,70.03531,70.44709,71.10517,71.02998,71.4954,72.65866,72.85576,72.63891,72.98156,73.27511
266,Spain,ESP,ESP,1.5,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,96.0,,,,,,,,,,,,,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,,98.0,,99.0,,,
267,Sri Lanka,LKA,LKA,1.5,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,91.0,,,,,91.0,,91.0,,91.0,,,,,92.61417,92.0,92.0,92.0,92.0,92.0,92.0,92.0,
268,St. Kitts and Nevis,,KNA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,St. Lucia,,LCA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,St. Martin (French part),,MAF,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,St. Vincent and the Grenadines,,VCT,2.0,,,,,,,,,,,96.0,,,,,,,,,,96.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Sub-Saharan Africa,,SSF,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,49.67414856,49.99504852,50.62445831,51.13832855,51.67958832,52.30686188,52.65164185,53.12543869,53.70679855,54.30921173,54.72154999,55.37812042,56.21823883,56.89160919,57.74525833,56.62754822,57.40013885,58.11590958,58.64590073,59.33332062,59.0567894,58.16810989,57.96337891,58.28564835,58.7571106,60.156543944999996,60.91714096,62.14601135,62.99641037,63.6872406,64.28751373,64.87825775,65.2303009,66.81656647,67.44165039,67.62378693,67.61567688,67.93572998,68.19624329
273,Sub-Saharan Africa (IDA & IBRD countries),,TSS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.67414856,49.99504852,50.62445831,51.13832855,51.67958832,52.30686188,52.65164185,53.12543869,53.70679855,54.30921173,54.72154999,55.37812042,56.21823883,56.89160919,57.74525833,56.62754822,57.40013885,58.11590958,58.64590073,59.33332062,59.0567894,58.16810989,57.96337891,58.28564835,58.7571106,59.43254089,60.91714096,62.14601135,62.99641037,63.6872406,64.28751373,64.87825775,65.2303009,66.81656647,67.44165039,67.62378693,67.61567688,67.93572998,68.19624329
274,Sub-Saharan Africa (IDA & IBRD),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.981934,,,,,,,,,,60.880547,,,,,,,,,,,,,
275,Sub-Saharan Africa (WB),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99505,50.62446,51.13833,51.67959,52.30686,52.65164,53.12544,53.7068,54.30921,54.72155,55.37812,56.21824,56.89161,57.74526,56.62755,57.40014,58.11591,58.6459,59.33332,59.05679,58.16811,57.96338,58.28565,58.75711,59.43254,60.91714,62.14601,62.99641,63.68724,64.28751,64.87826,65.2303,66.81657,67.44165,67.62379,67.61568,67.93573,68.19624
276,Sub-Saharan Africa (excluding high income),,SSA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,49.66851044,49.98936081,50.61877823,51.13262939,51.67388153,52.30115128,52.64590836,53.11983109,53.70127869,54.30374908,54.71612167,55.37276077,56.21297836,56.88634872,57.74010086,56.62213135,57.39482117,58.11067963,58.64075089,59.32826996,59.05170059,58.16289139,57.95812988,58.28050995,58.75204086,60.15165695,60.91238022,62.14141846,62.99195862,63.68292999,64.28331757,64.87419128,65.22631836,66.81282806,67.43804169,67.62024689,67.61219788,67.93235779,68.19297791
277,Sudan,SDN,SDN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,54.0,,,,,,,58.60132,,,60.69718085,,,,,
278,Suriname,SUR,SUR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,95.0,,95.0,,93.0,,,95.53899,,,,,,95.0,,
279,Sweden,SWE,SWE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Switzerland,CHE,CHE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Syria,SYR,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,81.0,,,,,,,,,,86.3,86.30393,,,,,,94.0,,
282,Syrian Arab Republic,,SYR,2.0,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,83.0,,81.0,,,,,,,,,,86.30000305,,,,,,,94.0,,
283,Taiwan,TWN,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Tajikistan,TJK,TJK,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,99.0,,,,,,,,,,99.699998475,,,,99.76841,99.78105,,,,,,,,
285,Tanzania,TZA,TZA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,69.0,,,,,,,,67.800698665,,78.0,,,78.0,,,,,,,82.01999832,
286,Thailand,THA,THA,1.5,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,93.0,,,,,94.0,,,,,96.0,,,94.0,,93.0,91.98139977,,94.0,91.26914989,,94.099999235,91.099869385,
287,Timor-Leste,,TLS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,51.0,,,58.0,,,,,,65.77912903,,,,69.90000153,,,
288,Togo,TGO,TGO,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,57.0,,,57.0,,60.0,,,,64.0,,,,67.0,,,,
289,Tonga,TON,TON,1.5,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,,,,99.0,,,,99.39786,,,,91.05162024,,99.400000765,,
290,Trinidad and Tobago,TTO,TTO,1.5,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,97.0,,,,,,,,,,97.900000765,,,,98.28851,,,,,,,,,,98.91949,98.96958,,,,,,,,
291,Tunisia,TUN,TUN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,59.06181,,,,,,,,,,74.0,,,77.0,78.0,,79.0,80.0,80.0,,79.0,81.05419,,,79.47511146,81.0,,,85.214928835,
292,Turkey,TUR,,1.0,,,,,,,,,,,,,,,,,,,,,66.0,,,,,76.0,,,,,79.0,,,,,,,,,,,,,,87.0,88.0,88.0,89.0,,91.0,93.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,,97.0,,,,
293,Turkiye,,TUR,2.0,,,,,,,,,,,,,,,,62.0,,,,,66.0,,,,,76.0,,,,,79.0,,,,,,,,,,,,,,87.0,88.0,88.0,89.0,,91.0,93.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,,97.0,,,,
294,Turkmenistan,TKM,TKM,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.400000765,,,,,,,,,99.67285,99.69293,,,,,,,,
